estacion,dia_semana,hora_dia,es_hora_pico,es_fin_semana,categoria_demanda,tiene_evento_especial,nivel_congestion
Calle 106,6,9,1,1,0,0,0.325
Calle 106,6,10,0,1,0,0,0.021
Calle 106,6,11,0,1,0,0,0.01
Calle 106,6,12,0,1,0,0,0.018
Calle 106,6,13,0,1,0,0,0.048
Calle 106,6,14,0,1,0,0,0.032
Calle 106,6,15,0,1,0,0,0.0
Calle 106,6,16,1,1,0,0,0.246
Calle 106,6,17,1,1,0,0,0.383
Calle 106,6,18,1,1,0,0,0.386
Calle 106,6,19,1,1,0,0,0.365
Calle 106,6,20,0,1,0,0,0.049
Calle 106,6,21,0,1,0,0,0.026
Calle 106,6,22,0,1,0,0,0.05
Calle 100,0,5,0,0,2,0,0.721
Calle 100,0,6,1,0,2,0,0.935
Calle 100,0,7,1,0,2,0,1.0
Calle 100,0,8,1,0,2,0,0.996
Calle 100,0,9,1,0,2,0,0.959
Calle 100,0,10,0,0,2,0,0.682
Calle 100,0,11,0,0,2,0,0.738
Calle 100,0,12,0,0,2,0,0.664
Calle 100,0,13,0,0,2,0,0.726
Calle 100,0,14,0,0,2,0,0.682
Calle 100,0,15,0,0,2,0,0.721
Calle 100,0,16,1,0,2,0,0.856
Calle 100,0,17,1,0,2,0,1.0
Calle 100,0,18,1,0,2,0,1.0
Calle 100,0,19,1,0,2,0,1.0
Calle 100,0,20,0,0,2,0,0.709
Calle 100,0,21,0,0,2,0,0.694
Calle 100,0,22,0,0,2,0,0.729
Calle 100,1,5,0,0,2,0,0.682
Calle 100,1,6,1,0,2,0,0.881
Calle 100,1,7,1,0,2,0,1.0
Calle 100,1,8,1,0,2,0,1.0
Calle 100,1,9,1,0,2,0,1.0
Calle 100,1,10,0,0,2,0,0.675
Calle 100,1,11,0,0,2,1,0.908
Calle 100,1,12,0,0,2,0,0.741
Calle 100,1,13,0,0,2,0,0.661
Calle 100,1,14,0,0,2,0,0.742
Calle 100,1,15,0,0,2,0,0.706
Calle 100,1,16,1,0,2,0,0.938
Calle 100,1,17,1,0,2,0,1.0
Calle 100,1,18,1,0,2,1,1.0
Calle 100,1,19,1,0,2,0,1.0
Calle 100,1,20,0,0,2,0,0.671
Calle 100,1,21,0,0,2,0,0.712
Calle 100,1,22,0,0,2,0,0.664
Calle 100,2,5,0,0,2,0,0.718
Calle 100,2,6,1,0,2,0,0.887
Calle 100,2,7,1,0,2,0,1.0
Calle 100,2,8,1,0,2,0,1.0
Calle 100,2,9,1,0,2,0,0.98
Calle 100,2,10,0,0,2,0,0.688
Calle 100,2,11,0,0,2,0,0.742
Calle 100,2,12,0,0,2,0,0.672
Calle 100,2,13,0,0,2,0,0.673
Calle 100,2,14,0,0,2,0,0.708
Calle 100,2,15,0,0,2,0,0.657
Calle 100,2,16,1,0,2,0,0.885
Calle 100,2,17,1,0,2,0,1.0
Calle 100,2,18,1,0,2,0,1.0
Calle 100,2,19,1,0,2,0,1.0
Calle 100,2,20,0,0,2,0,0.703
Calle 100,2,21,0,0,2,0,0.718
Calle 100,2,22,0,0,2,0,0.698
Calle 100,3,5,0,0,2,0,0.733
Calle 100,3,6,1,0,2,0,0.895
Calle 100,3,7,1,0,2,0,1.0
Calle 100,3,8,1,0,2,0,1.0
Calle 100,3,9,1,0,2,0,0.986
Calle 100,3,10,0,0,2,0,0.736
Calle 100,3,11,0,0,2,0,0.679
Calle 100,3,12,0,0,2,0,0.714
Calle 100,3,13,0,0,2,0,0.733
Calle 100,3,14,0,0,2,0,0.684
Calle 100,3,15,0,0,2,0,0.717
Calle 100,3,16,1,0,2,0,0.888
Calle 100,3,17,1,0,2,0,1.0
Calle 100,3,18,1,0,2,0,1.0
Calle 100,3,19,1,0,2,0,1.0
Calle 100,3,20,0,0,2,0,0.686
Calle 100,3,21,0,0,2,0,0.683
Calle 100,3,22,0,0,2,0,0.705
Calle 100,4,5,0,0,2,1,0.863
Calle 100,4,6,1,0,2,0,0.939
Calle 100,4,7,1,0,2,0,0.963
Calle 100,4,8,1,0,2,0,1.0
Calle 100,4,9,1,0,2,0,0.955
Calle 100,4,10,0,0,2,0,0.679
Calle 100,4,11,0,0,2,0,0.713
Calle 100,4,12,0,0,2,0,0.742
Calle 100,4,13,0,0,2,0,0.75
Calle 100,4,14,0,0,2,0,0.667
Calle 100,4,15,0,0,2,0,0.713
Calle 100,4,16,1,0,2,0,0.94
Calle 100,4,17,1,0,2,0,1.0
Calle 100,4,18,1,0,2,0,1.0
Calle 100,4,19,1,0,2,0,1.0
Calle 100,4,20,0,0,2,0,0.725
Calle 100,4,21,0,0,2,1,0.857
Calle 100,4,22,0,0,2,0,0.67
Calle 100,5,5,0,1,2,0,0.441
Calle 100,5,6,1,1,2,0,0.647
Calle 100,5,7,1,1,2,0,0.689
Calle 100,5,8,1,1,2,0,0.675
Calle 100,5,9,1,1,2,0,0.693
Calle 100,5,10,0,1,2,0,0.428
Calle 100,5,11,0,1,2,0,0.416
Calle 100,5,12,0,1,2,0,0.357
Calle 100,5,13,0,1,2,1,0.619
Calle 100,5,14,0,1,2,0,0.368
Calle 100,5,15,0,1,2,0,0.387
Calle 100,5,16,1,1,2,0,0.621
Calle 100,5,17,1,1,2,0,0.711
Calle 100,5,18,1,1,2,0,0.79
Calle 100,5,19,1,1,2,0,0.701
Calle 100,5,20,0,1,2,1,0.624
Calle 100,5,21,0,1,2,0,0.437
Calle 100,5,22,0,1,2,0,0.359
Calle 100,6,5,0,1,2,0,0.407
Calle 100,6,6,1,1,2,1,0.834
Calle 100,6,7,1,1,2,0,0.657
Calle 100,6,8,1,1,2,0,0.738
Calle 100,6,9,1,1,2,0,0.677
Calle 100,6,10,0,1,2,0,0.405
Calle 100,6,11,0,1,2,1,0.58
Calle 100,6,12,0,1,2,0,0.416
Calle 100,6,13,0,1,2,0,0.399
Calle 100,6,14,0,1,2,0,0.435
Calle 100,6,15,0,1,2,0,0.434
Calle 100,6,16,1,1,2,0,0.578
Calle 100,6,17,1,1,2,0,0.738
Calle 100,6,18,1,1,2,0,0.706
Calle 100,6,19,1,1,2,0,0.764
Calle 100,6,20,0,1,2,0,0.395
Calle 100,6,21,0,1,2,0,0.412
Calle 100,6,22,0,1,2,0,0.362
Virrey,0,5,0,0,0,0,0.256
Virrey,0,6,1,0,0,0,0.511
Virrey,0,7,1,0,0,0,0.576
Virrey,0,8,1,0,0,0,0.644
Virrey,0,9,1,0,0,0,0.555
Virrey,0,10,0,0,0,0,0.26
Virrey,0,11,0,0,0,0,0.284
Virrey,0,12,0,0,0,0,0.296
Virrey,0,13,0,0,0,0,0.293
Virrey,0,14,0,0,0,0,0.313
Virrey,0,15,0,0,0,0,0.286
Virrey,0,16,1,0,0,0,0.539
Virrey,0,17,1,0,0,0,0.622
Virrey,0,18,1,0,0,0,0.687
Virrey,0,19,1,0,0,0,0.659
Virrey,0,20,0,0,0,0,0.278
Virrey,0,21,0,0,0,0,0.31
Virrey,0,22,0,0,0,0,0.347
Virrey,1,5,0,0,0,0,0.326
Virrey,1,6,1,0,0,0,0.508
Virrey,1,7,1,0,0,0,0.624
Virrey,1,8,1,0,0,0,0.603
Virrey,1,9,1,0,0,0,0.635
Virrey,1,10,0,0,0,0,0.272
Virrey,1,11,0,0,0,1,0.45
Virrey,1,12,0,0,0,0,0.271
Virrey,1,13,0,0,0,0,0.271
Virrey,1,14,0,0,0,0,0.332
Virrey,1,15,0,0,0,0,0.329
Virrey,1,16,1,0,0,0,0.45
Virrey,1,17,1,0,0,0,0.695
Virrey,1,18,1,0,0,0,0.634
Virrey,1,19,1,0,0,0,0.62
Virrey,1,20,0,0,0,0,0.312
Virrey,1,21,0,0,0,0,0.329
Virrey,1,22,0,0,0,0,0.292
Virrey,2,5,0,0,0,0,0.284
Virrey,2,6,1,0,0,0,0.535
Virrey,2,7,1,0,0,0,0.649
Virrey,2,8,1,0,0,0,0.569
Virrey,2,9,1,0,0,0,0.601
Virrey,2,10,0,0,0,0,0.33
Virrey,2,11,0,0,0,0,0.289
Virrey,2,12,0,0,0,0,0.275
Virrey,2,13,0,0,0,1,0.527
Virrey,2,14,0,0,0,0,0.345
Virrey,2,15,0,0,0,0,0.305
Virrey,2,16,1,0,0,0,0.531
Virrey,2,17,1,0,0,0,0.601
Virrey,2,18,1,0,0,0,0.652
Virrey,2,19,1,0,0,0,0.669
Virrey,2,20,0,0,0,0,0.327
Virrey,2,21,0,0,0,0,0.28
Virrey,2,22,0,0,0,0,0.273
Virrey,3,5,0,0,0,0,0.282
Virrey,3,6,1,0,0,0,0.496
Virrey,3,7,1,0,0,0,0.559
Virrey,3,8,1,0,0,0,0.561
Virrey,3,9,1,0,0,0,0.561
Virrey,3,10,0,0,0,0,0.34
Virrey,3,11,0,0,0,0,0.335
Virrey,3,12,0,0,0,0,0.35
Virrey,3,13,0,0,0,0,0.347
Virrey,3,14,0,0,0,0,0.263
Virrey,3,15,0,0,0,0,0.343
Virrey,3,16,1,0,0,0,0.533
Virrey,3,17,1,0,0,0,0.607
Virrey,3,18,1,0,0,0,0.601
Virrey,3,19,1,0,0,0,0.641
Virrey,3,20,0,0,0,0,0.277
Virrey,3,21,0,0,0,0,0.333
Virrey,3,22,0,0,0,0,0.297
Virrey,4,5,0,0,0,0,0.337
Virrey,4,6,1,0,0,0,0.493
Virrey,4,7,1,0,0,0,0.569
Virrey,4,8,1,0,0,0,0.648
Virrey,4,9,1,0,0,0,0.582
Virrey,4,10,0,0,0,0,0.288
Virrey,4,11,0,0,0,0,0.307
Virrey,4,12,0,0,0,0,0.322
Virrey,4,13,0,0,0,0,0.272
Virrey,4,14,0,0,0,0,0.287
Virrey,4,15,0,0,0,0,0.34
Virrey,4,16,1,0,0,1,0.723
Virrey,4,17,1,0,0,0,0.665
Virrey,4,18,1,0,0,0,0.674
Virrey,4,19,1,0,0,1,0.827
Virrey,4,20,0,0,0,0,0.338
Virrey,4,21,0,0,0,0,0.315
Virrey,4,22,0,0,0,0,0.294
Virrey,5,5,0,1,0,0,0.0
Virrey,5,6,1,1,0,0,0.227
Virrey,5,7,1,1,0,0,0.345
Virrey,5,8,1,1,0,0,0.313
Virrey,5,9,1,1,0,0,0.272
Virrey,5,10,0,1,0,0,0.0
Virrey,5,11,0,1,0,0,0.0
Virrey,5,12,0,1,0,0,0.0
Virrey,5,13,0,1,0,0,0.014
Virrey,5,14,0,1,0,0,0.048
Virrey,5,15,0,1,0,0,0.018
Virrey,5,16,1,1,0,0,0.173
Virrey,5,17,1,1,0,0,0.377
Virrey,5,18,1,1,0,0,0.313
Virrey,5,19,1,1,0,0,0.368
Virrey,5,20,0,1,0,0,0.047
Virrey,5,21,0,1,0,0,0.0
Virrey,5,22,0,1,0,0,0.024
Virrey,6,5,0,1,0,0,0.0
Virrey,6,6,1,1,0,0,0.191
Virrey,6,7,1,1,0,0,0.333
Virrey,6,8,1,1,0,0,0.253
Virrey,6,9,1,1,0,0,0.304
Virrey,6,10,0,1,0,0,0.0
Virrey,6,11,0,1,0,0,0.0
Virrey,6,12,0,1,0,0,0.032
Virrey,6,13,0,1,0,0,0.0
Virrey,6,14,0,1,0,0,0.0
Virrey,6,15,0,1,0,0,0.002
Virrey,6,16,1,1,0,0,0.213
Virrey,6,17,1,1,0,0,0.392
Virrey,6,18,1,1,0,0,0.314
Virrey,6,19,1,1,0,0,0.326
Virrey,6,20,0,1,0,0,0.0
Virrey,6,21,0,1,0,0,0.03
Virrey,6,22,0,1,0,0,0.0
Calle 85,0,5,0,0,1,1,0.691
Calle 85,0,6,1,0,1,0,0.663
Calle 85,0,7,1,0,1,0,0.764
Calle 85,0,8,1,0,1,0,0.823
Calle 85,0,9,1,0,1,0,0.752
Calle 85,0,10,0,0,1,0,0.514
Calle 85,0,11,0,0,1,0,0.484
Calle 85,0,12,0,0,1,0,0.467
Calle 85,0,13,0,0,1,0,0.454
Calle 85,0,14,0,0,1,0,0.476
Calle 85,0,15,0,0,1,0,0.488
Calle 85,0,16,1,0,1,0,0.741
Calle 85,0,17,1,0,1,0,0.886
Calle 85,0,18,1,0,1,0,0.852
Calle 85,0,19,1,0,1,0,0.877
Calle 85,0,20,0,0,1,0,0.541
Calle 85,0,21,0,0,1,0,0.49
Calle 85,0,22,0,0,1,0,0.476
Calle 85,1,5,0,0,1,0,0.494
Calle 85,1,6,1,0,1,0,0.675
Calle 85,1,7,1,0,1,0,0.797
Calle 85,1,8,1,0,1,0,0.768
Calle 85,1,9,1,0,1,0,0.78
Calle 85,1,10,0,0,1,0,0.49
Calle 85,1,11,0,0,1,0,0.544
Calle 85,1,12,0,0,1,0,0.509
Calle 85,1,13,0,0,1,0,0.487
Calle 85,1,14,0,0,1,0,0.475
Calle 85,1,15,0,0,1,0,0.464
Calle 85,1,16,1,0,1,0,0.683
Calle 85,1,17,1,0,1,0,0.803
Calle 85,1,18,1,0,1,0,0.833
Calle 85,1,19,1,0,1,0,0.835
Calle 85,1,20,0,0,1,0,0.476
Calle 85,1,21,0,0,1,0,0.503
Calle 85,1,22,0,0,1,1,0.692
Calle 85,2,5,0,0,1,0,0.496
Calle 85,2,6,1,0,1,0,0.673
Calle 85,2,7,1,0,1,0,0.762
Calle 85,2,8,1,0,1,0,0.755
Calle 85,2,9,1,0,1,0,0.773
Calle 85,2,10,0,0,1,0,0.479
Calle 85,2,11,0,0,1,0,0.542
Calle 85,2,12,0,0,1,0,0.542
Calle 85,2,13,0,0,1,0,0.479
Calle 85,2,14,0,0,1,0,0.526
Calle 85,2,15,0,0,1,0,0.489
Calle 85,2,16,1,0,1,1,0.869
Calle 85,2,17,1,0,1,0,0.825
Calle 85,2,18,1,0,1,0,0.842
Calle 85,2,19,1,0,1,0,0.831
Calle 85,2,20,0,0,1,0,0.476
Calle 85,2,21,0,0,1,0,0.527
Calle 85,2,22,0,0,1,0,0.453
Calle 85,3,5,0,0,1,0,0.517
Calle 85,3,6,1,0,1,0,0.672
Calle 85,3,7,1,0,1,0,0.818
Calle 85,3,8,1,0,1,0,0.767
Calle 85,3,9,1,0,1,0,0.832
Calle 85,3,10,0,0,1,0,0.531
Calle 85,3,11,0,0,1,0,0.478
Calle 85,3,12,0,0,1,0,0.521
Calle 85,3,13,0,0,1,0,0.463
Calle 85,3,14,0,0,1,0,0.464
Calle 85,3,15,0,0,1,0,0.499
Calle 85,3,16,1,0,1,0,0.682
Calle 85,3,17,1,0,1,0,0.9
Calle 85,3,18,1,0,1,0,0.883
Calle 85,3,19,1,0,1,1,1.0
Calle 85,3,20,0,0,1,0,0.478
Calle 85,3,21,0,0,1,0,0.541
Calle 85,3,22,0,0,1,0,0.541
Calle 85,4,5,0,0,1,1,0.669
Calle 85,4,6,1,0,1,0,0.747
Calle 85,4,7,1,0,1,0,0.81
Calle 85,4,8,1,0,1,0,0.807
Calle 85,4,9,1,0,1,1,0.99
Calle 85,4,10,0,0,1,0,0.511
Calle 85,4,11,0,0,1,0,0.483
Calle 85,4,12,0,0,1,0,0.453
Calle 85,4,13,0,0,1,0,0.475
Calle 85,4,14,0,0,1,0,0.482
Calle 85,4,15,0,0,1,0,0.514
Calle 85,4,16,1,0,1,0,0.747
Calle 85,4,17,1,0,1,0,0.893
Calle 85,4,18,1,0,1,0,0.888
Calle 85,4,19,1,0,1,0,0.818
Calle 85,4,20,0,0,1,0,0.549
Calle 85,4,21,0,0,1,0,0.487
Calle 85,4,22,0,0,1,0,0.517
Calle 85,5,5,0,1,1,0,0.203
Calle 85,5,6,1,1,1,0,0.351
Calle 85,5,7,1,1,1,0,0.45
Calle 85,5,8,1,1,1,0,0.47
Calle 85,5,9,1,1,1,0,0.505
Calle 85,5,10,0,1,1,0,0.202
Calle 85,5,11,0,1,1,0,0.166
Calle 85,5,12,0,1,1,0,0.235
Calle 85,5,13,0,1,1,0,0.241
Calle 85,5,14,0,1,1,0,0.151
Calle 85,5,15,0,1,1,0,0.249
Calle 85,5,16,1,1,1,0,0.44
Calle 85,5,17,1,1,1,0,0.574
Calle 85,5,18,1,1,1,0,0.521
Calle 85,5,19,1,1,1,0,0.547
Calle 85,5,20,0,1,1,0,0.189
Calle 85,5,21,0,1,1,0,0.177
Calle 85,5,22,0,1,1,0,0.248
Calle 85,6,5,0,1,1,0,0.208
Calle 85,6,6,1,1,1,0,0.395
Calle 85,6,7,1,1,1,0,0.518
Calle 85,6,8,1,1,1,0,0.523
Calle 85,6,9,1,1,1,0,0.467
Calle 85,6,10,0,1,1,0,0.209
Calle 85,6,11,0,1,1,0,0.243
Calle 85,6,12,0,1,1,0,0.191
Calle 85,6,13,0,1,1,0,0.227
Calle 85,6,14,0,1,1,0,0.208
Calle 85,6,15,0,1,1,0,0.189
Calle 85,6,16,1,1,1,0,0.427
Calle 85,6,17,1,1,1,0,0.554
Calle 85,6,18,1,1,1,0,0.527
Calle 85,6,19,1,1,1,0,0.561
Calle 85,6,20,0,1,1,0,0.164
Calle 85,6,21,0,1,1,0,0.173
Calle 85,6,22,0,1,1,0,0.186
Heroes,0,5,0,0,2,0,0.685
Heroes,0,6,1,0,2,0,0.865
Heroes,0,7,1,0,2,0,0.972
Heroes,0,8,1,0,2,0,0.972
Heroes,0,9,1,0,2,0,1.0
Heroes,0,10,0,0,2,0,0.658
Heroes,0,11,0,0,2,0,0.685
Heroes,0,12,0,0,2,0,0.706
Heroes,0,13,0,0,2,0,0.652
Heroes,0,14,0,0,2,0,0.709
Heroes,0,15,0,0,2,0,0.722
Heroes,0,16,1,0,2,0,0.926
Heroes,0,17,1,0,2,0,1.0
Heroes,0,18,1,0,2,0,1.0
Heroes,0,19,1,0,2,0,1.0
Heroes,0,20,0,0,2,0,0.713
Heroes,0,21,0,0,2,0,0.654
Heroes,0,22,0,0,2,0,0.728
Heroes,1,5,0,0,2,0,0.718
Heroes,1,6,1,0,2,0,0.877
Heroes,1,7,1,0,2,0,1.0
Heroes,1,8,1,0,2,0,0.957
Heroes,1,9,1,0,2,0,1.0
Heroes,1,10,0,0,2,0,0.666
Heroes,1,11,0,0,2,0,0.728
Heroes,1,12,0,0,2,0,0.724
Heroes,1,13,0,0,2,0,0.676
Heroes,1,14,0,0,2,0,0.708
Heroes,1,15,0,0,2,0,0.668
Heroes,1,16,1,0,2,0,0.902
Heroes,1,17,1,0,2,0,1.0
Heroes,1,18,1,0,2,0,1.0
Heroes,1,19,1,0,2,0,1.0
Heroes,1,20,0,0,2,1,0.856
Heroes,1,21,0,0,2,0,0.652
Heroes,1,22,0,0,2,0,0.652
Heroes,2,5,0,0,2,0,0.7
Heroes,2,6,1,0,2,0,0.946
Heroes,2,7,1,0,2,0,1.0
Heroes,2,8,1,0,2,0,1.0
Heroes,2,9,1,0,2,0,1.0
Heroes,2,10,0,0,2,0,0.749
Heroes,2,11,0,0,2,0,0.726
Heroes,2,12,0,0,2,0,0.692
Heroes,2,13,0,0,2,1,0.919
Heroes,2,14,0,0,2,0,0.732
Heroes,2,15,0,0,2,0,0.65
Heroes,2,16,1,0,2,0,0.915
Heroes,2,17,1,0,2,0,1.0
Heroes,2,18,1,0,2,0,1.0
Heroes,2,19,1,0,2,0,1.0
Heroes,2,20,0,0,2,0,0.718
Heroes,2,21,0,0,2,0,0.718
Heroes,2,22,0,0,2,1,0.947
Heroes,3,5,0,0,2,0,0.707
Heroes,3,6,1,0,2,1,1.0
Heroes,3,7,1,0,2,0,0.964
Heroes,3,8,1,0,2,0,1.0
Heroes,3,9,1,0,2,0,1.0
Heroes,3,10,0,0,2,0,0.697
Heroes,3,11,0,0,2,0,0.666
Heroes,3,12,0,0,2,0,0.698
Heroes,3,13,0,0,2,0,0.689
Heroes,3,14,0,0,2,0,0.746
Heroes,3,15,0,0,2,0,0.703
Heroes,3,16,1,0,2,0,0.863
Heroes,3,17,1,0,2,0,1.0
Heroes,3,18,1,0,2,0,1.0
Heroes,3,19,1,0,2,0,1.0
Heroes,3,20,0,0,2,0,0.692
Heroes,3,21,0,0,2,0,0.696
Heroes,3,22,0,0,2,0,0.717
Heroes,4,5,0,0,2,0,0.732
Heroes,4,6,1,0,2,0,0.863
Heroes,4,7,1,0,2,0,0.966
Heroes,4,8,1,0,2,1,1.0
Heroes,4,9,1,0,2,0,1.0
Heroes,4,10,0,0,2,0,0.671
Heroes,4,11,0,0,2,0,0.693
Heroes,4,12,0,0,2,0,0.715
Heroes,4,13,0,0,2,0,0.7
Heroes,4,14,0,0,2,0,0.684
Heroes,4,15,0,0,2,0,0.723
Heroes,4,16,1,0,2,0,0.883
Heroes,4,17,1,0,2,0,1.0
Heroes,4,18,1,0,2,0,1.0
Heroes,4,19,1,0,2,1,1.0
Heroes,4,20,0,0,2,0,0.677
Heroes,4,21,0,0,2,0,0.698
Heroes,4,22,0,0,2,0,0.69
Heroes,5,5,0,1,2,0,0.401
Heroes,5,6,1,1,2,0,0.554
Heroes,5,7,1,1,2,0,0.684
Heroes,5,8,1,1,2,0,0.714
Heroes,5,9,1,1,2,0,0.675
Heroes,5,10,0,1,2,0,0.412
Heroes,5,11,0,1,2,0,0.408
Heroes,5,12,0,1,2,0,0.448
Heroes,5,13,0,1,2,0,0.396
Heroes,5,14,0,1,2,0,0.362
Heroes,5,15,0,1,2,0,0.387
Heroes,5,16,1,1,2,0,0.625
Heroes,5,17,1,1,2,0,0.72
Heroes,5,18,1,1,2,1,0.96
Heroes,5,19,1,1,2,0,0.711
Heroes,5,20,0,1,2,0,0.36
Heroes,5,21,0,1,2,0,0.362
Heroes,5,22,0,1,2,0,0.394
Heroes,6,5,0,1,2,0,0.415
Heroes,6,6,1,1,2,0,0.606
Heroes,6,7,1,1,2,0,0.707
Heroes,6,8,1,1,2,0,0.717
Heroes,6,9,1,1,2,0,0.743
Heroes,6,10,0,1,2,0,0.358
Heroes,6,11,0,1,2,0,0.396
Heroes,6,12,0,1,2,0,0.396
Heroes,6,13,0,1,2,0,0.402
Heroes,6,14,0,1,2,0,0.421
Heroes,6,15,0,1,2,0,0.42
Heroes,6,16,1,1,2,0,0.644
Heroes,6,17,1,1,2,0,0.705
Heroes,6,18,1,1,2,0,0.762
Heroes,6,19,1,1,2,1,0.959
Heroes,6,20,0,1,2,0,0.366
Heroes,6,21,0,1,2,0,0.376
Heroes,6,22,0,1,2,0,0.407
Calle 76,0,5,0,0,1,0,0.475
Calle 76,0,6,1,0,1,0,0.747
Calle 76,0,7,1,0,1,0,0.798
Calle 76,0,8,1,0,1,0,0.802
Calle 76,0,9,1,0,1,0,0.822
Calle 76,0,10,0,0,1,0,0.489
Calle 76,0,11,0,0,1,0,0.52
Calle 76,0,12,0,0,1,0,0.498
Calle 76,0,13,0,0,1,0,0.481
Calle 76,0,14,0,0,1,0,0.502
Calle 76,0,15,0,0,1,0,0.479
Calle 76,0,16,1,0,1,0,0.712
Calle 76,0,17,1,0,1,0,0.816
Calle 76,0,18,1,0,1,0,0.869
Calle 76,0,19,1,0,1,0,0.874
Calle 76,0,20,0,0,1,0,0.453
Calle 76,0,21,0,0,1,0,0.516
Calle 76,0,22,0,0,1,0,0.492
Calle 76,1,5,0,0,1,0,0.52
Calle 76,1,6,1,0,1,0,0.656
Calle 76,1,7,1,0,1,0,0.849
Calle 76,1,8,1,0,1,0,0.843
Calle 76,1,9,1,0,1,0,0.812
Calle 76,1,10,0,0,1,0,0.547
Calle 76,1,11,0,0,1,0,0.507
Calle 76,1,12,0,0,1,0,0.537
Calle 76,1,13,0,0,1,0,0.467
Calle 76,1,14,0,0,1,0,0.473
Calle 76,1,15,0,0,1,0,0.474
Calle 76,1,16,1,0,1,0,0.661
Calle 76,1,17,1,0,1,0,0.869
Calle 76,1,18,1,0,1,0,0.892
Calle 76,1,19,1,0,1,0,0.874
Calle 76,1,20,0,0,1,0,0.549
Calle 76,1,21,0,0,1,0,0.522
Calle 76,1,22,0,0,1,0,0.531
Calle 76,2,5,0,0,1,0,0.456
Calle 76,2,6,1,0,1,0,0.679
Calle 76,2,7,1,0,1,0,0.8
Calle 76,2,8,1,0,1,0,0.827
Calle 76,2,9,1,0,1,0,0.831
Calle 76,2,10,0,0,1,0,0.527
Calle 76,2,11,0,0,1,0,0.541
Calle 76,2,12,0,0,1,0,0.463
Calle 76,2,13,0,0,1,0,0.47
Calle 76,2,14,0,0,1,0,0.455
Calle 76,2,15,0,0,1,0,0.496
Calle 76,2,16,1,0,1,0,0.746
Calle 76,2,17,1,0,1,0,0.874
Calle 76,2,18,1,0,1,1,1.0
Calle 76,2,19,1,0,1,0,0.885
Calle 76,2,20,0,0,1,0,0.533
Calle 76,2,21,0,0,1,0,0.471
Calle 76,2,22,0,0,1,0,0.45
Calle 76,3,5,0,0,1,0,0.547
Calle 76,3,6,1,0,1,0,0.747
Calle 76,3,7,1,0,1,0,0.822
Calle 76,3,8,1,0,1,0,0.757
Calle 76,3,9,1,0,1,0,0.768
Calle 76,3,10,0,0,1,0,0.516
Calle 76,3,11,0,0,1,0,0.531
Calle 76,3,12,0,0,1,0,0.459
Calle 76,3,13,0,0,1,0,0.538
Calle 76,3,14,0,0,1,0,0.514
Calle 76,3,15,0,0,1,0,0.545
Calle 76,3,16,1,0,1,0,0.66
Calle 76,3,17,1,0,1,0,0.82
Calle 76,3,18,1,0,1,0,0.851
Calle 76,3,19,1,0,1,1,1.0
Calle 76,3,20,0,0,1,0,0.481
Calle 76,3,21,0,0,1,0,0.489
Calle 76,3,22,0,0,1,0,0.525
Calle 76,4,5,0,0,1,0,0.549
Calle 76,4,6,1,0,1,0,0.716
Calle 76,4,7,1,0,1,0,0.767
Calle 76,4,8,1,0,1,1,0.982
Calle 76,4,9,1,0,1,0,0.786
Calle 76,4,10,0,0,1,0,0.474
Calle 76,4,11,0,0,1,0,0.539
Calle 76,4,12,0,0,1,0,0.549
Calle 76,4,13,0,0,1,0,0.45
Calle 76,4,14,0,0,1,0,0.503
Calle 76,4,15,0,0,1,0,0.497
Calle 76,4,16,1,0,1,0,0.667
Calle 76,4,17,1,0,1,0,0.851
Calle 76,4,18,1,0,1,1,1.0
Calle 76,4,19,1,0,1,0,0.89
Calle 76,4,20,0,0,1,0,0.473
Calle 76,4,21,0,0,1,0,0.545
Calle 76,4,22,0,0,1,0,0.501
Calle 76,5,5,0,1,1,0,0.156
Calle 76,5,6,1,1,1,0,0.406
Calle 76,5,7,1,1,1,0,0.511
Calle 76,5,8,1,1,1,0,0.48
Calle 76,5,9,1,1,1,0,0.508
Calle 76,5,10,0,1,1,1,0.437
Calle 76,5,11,0,1,1,0,0.199
Calle 76,5,12,0,1,1,0,0.233
Calle 76,5,13,0,1,1,0,0.241
Calle 76,5,14,0,1,1,1,0.412
Calle 76,5,15,0,1,1,0,0.163
Calle 76,5,16,1,1,1,0,0.35
Calle 76,5,17,1,1,1,0,0.501
Calle 76,5,18,1,1,1,0,0.588
Calle 76,5,19,1,1,1,0,0.51
Calle 76,5,20,0,1,1,0,0.152
Calle 76,5,21,0,1,1,0,0.234
Calle 76,5,22,0,1,1,0,0.182
Calle 76,6,5,0,1,1,0,0.211
Calle 76,6,6,1,1,1,0,0.354
Calle 76,6,7,1,1,1,0,0.503
Calle 76,6,8,1,1,1,0,0.509
Calle 76,6,9,1,1,1,0,0.525
Calle 76,6,10,0,1,1,0,0.166
Calle 76,6,11,0,1,1,0,0.168
Calle 76,6,12,0,1,1,0,0.152
Calle 76,6,13,0,1,1,0,0.219
Calle 76,6,14,0,1,1,0,0.237
Calle 76,6,15,0,1,1,0,0.235
Calle 76,6,16,1,1,1,0,0.435
Calle 76,6,17,1,1,1,0,0.525
Calle 76,6,18,1,1,1,0,0.534
Calle 76,6,19,1,1,1,0,0.567
Calle 76,6,20,0,1,1,0,0.235
Calle 76,6,21,0,1,1,0,0.165
Calle 76,6,22,0,1,1,1,0.434
Calle 72,0,5,0,0,2,0,0.661
